Year,Max,YearID,CountryID,Country,value,norm
1924-01-01,17.0,0,0,Austria,3.0,0.17647058823529413
1924-01-01,17.0,0,1,Belgium,1.0,0.058823529411764705
1924-01-01,17.0,0,2,Canada,1.0,0.058823529411764705
1924-01-01,17.0,0,3,Finland,11.0,0.6470588235294118
1924-01-01,17.0,0,4,France,3.0,0.17647058823529413
1924-01-01,17.0,0,5,United Kingdom,4.0,0.23529411764705882
1924-01-01,17.0,0,6,Norway,17.0,1.0
1924-01-01,17.0,0,7,Switzerland,3.0,0.17647058823529413
1924-01-01,17.0,0,8,Sweden,2.0,0.11764705882352941
1924-01-01,17.0,0,9,United States,4.0,0.23529411764705882
1924-01-01,17.0,0,10,Germany,0.0,0.0
1924-01-01,17.0,0,11,Czechoslovakia,0.0,0.0
1924-01-01,17.0,0,12,Hungary,0.0,0.0
1924-01-01,17.0,0,13,Italy,0.0,0.0
1924-01-01,17.0,0,14,West Germany,0.0,0.0
1924-01-01,17.0,0,15,Netherlands,0.0,0.0
1924-01-01,17.0,0,16,Unified Team of Germany,0.0,0.0
1924-01-01,17.0,0,17,Japan,0.0,0.0
1924-01-01,17.0,0,18,Poland,0.0,0.0
1924-01-01,17.0,0,19,Soviet Union,0.0,0.0
1924-01-01,17.0,0,20,"Korea, North",0.0,0.0
1924-01-01,17.0,0,21,East Germany,0.0,0.0
1924-01-01,17.0,0,22,Romania,0.0,0.0
1924-01-01,17.0,0,23,Spain,0.0,0.0
1924-01-01,17.0,0,24,Liechtenstein,0.0,0.0
1924-01-01,17.0,0,25,Bulgaria,0.0,0.0
1924-01-01,17.0,0,26,Yugoslavia,0.0,0.0
1924-01-01,17.0,0,27,China,0.0,0.0
1924-01-01,17.0,0,28,Unified Team,0.0,0.0
1924-01-01,17.0,0,29,"Korea, South",0.0,0.0
1924-01-01,17.0,0,30,Luxembourg,0.0,0.0
1924-01-01,17.0,0,31,New Zealand,0.0,0.0
1924-01-01,17.0,0,32,Australia,0.0,0.0
1924-01-01,17.0,0,33,Belarus,0.0,0.0
1924-01-01,17.0,0,34,Kazakhstan,0.0,0.0
1924-01-01,17.0,0,35,Russia,0.0,0.0
1924-01-01,17.0,0,36,Slovenia,0.0,0.0
1924-01-01,17.0,0,37,Ukraine,0.0,0.0
1924-01-01,17.0,0,38,Uzbekistan,0.0,0.0
1924-01-01,17.0,0,39,Czech Republic,0.0,0.0
1924-01-01,17.0,0,40,Denmark,0.0,0.0
1924-01-01,17.0,0,41,Croatia,0.0,0.0
1924-01-01,17.0,0,42,Estonia,0.0,0.0
1924-01-01,17.0,0,43,Latvia,0.0,0.0
1924-01-01,17.0,0,44,Slovakia,0.0,0.0
1928-01-01,15.0,1,0,Austria,4.0,0.26666666666666666
1928-01-01,15.0,1,1,Belgium,1.0,0.06666666666666667
1928-01-01,15.0,1,2,Canada,1.0,0.06666666666666667
1928-01-01,15.0,1,3,Finland,4.0,0.26666666666666666
1928-01-01,15.0,1,4,France,1.0,0.06666666666666667
1928-01-01,15.0,1,5,United Kingdom,1.0,0.06666666666666667
1928-01-01,15.0,1,6,Norway,15.0,1.0
1928-01-01,15.0,1,7,Switzerland,1.0,0.06666666666666667
1928-01-01,15.0,1,8,Sweden,5.0,0.3333333333333333
1928-01-01,15.0,1,9,United States,6.0,0.4
1928-01-01,15.0,1,10,Germany,1.0,0.06666666666666667
1928-01-01,15.0,1,11,Czechoslovakia,1.0,0.06666666666666667
1928-01-01,15.0,1,12,Hungary,0.0,0.0
1928-01-01,15.0,1,13,Italy,0.0,0.0
1928-01-01,15.0,1,14,West Germany,0.0,0.0
1928-01-01,15.0,1,15,Netherlands,0.0,0.0
1928-01-01,15.0,1,16,Unified Team of Germany,0.0,0.0
1928-01-01,15.0,1,17,Japan,0.0,0.0
1928-01-01,15.0,1,18,Poland,0.0,0.0
1928-01-01,15.0,1,19,Soviet Union,0.0,0.0
1928-01-01,15.0,1,20,"Korea, North",0.0,0.0
1928-01-01,15.0,1,21,East Germany,0.0,0.0
1928-01-01,15.0,1,22,Romania,0.0,0.0
1928-01-01,15.0,1,23,Spain,0.0,0.0
1928-01-01,15.0,1,24,Liechtenstein,0.0,0.0
1928-01-01,15.0,1,25,Bulgaria,0.0,0.0
1928-01-01,15.0,1,26,Yugoslavia,0.0,0.0
1928-01-01,15.0,1,27,China,0.0,0.0
1928-01-01,15.0,1,28,Unified Team,0.0,0.0
1928-01-01,15.0,1,29,"Korea, South",0.0,0.0
1928-01-01,15.0,1,30,Luxembourg,0.0,0.0
1928-01-01,15.0,1,31,New Zealand,0.0,0.0
1928-01-01,15.0,1,32,Australia,0.0,0.0
1928-01-01,15.0,1,33,Belarus,0.0,0.0
1928-01-01,15.0,1,34,Kazakhstan,0.0,0.0
1928-01-01,15.0,1,35,Russia,0.0,0.0
1928-01-01,15.0,1,36,Slovenia,0.0,0.0
1928-01-01,15.0,1,37,Ukraine,0.0,0.0
1928-01-01,15.0,1,38,Uzbekistan,0.0,0.0
1928-01-01,15.0,1,39,Czech Republic,0.0,0.0
1928-01-01,15.0,1,40,Denmark,0.0,0.0
1928-01-01,15.0,1,41,Croatia,0.0,0.0
1928-01-01,15.0,1,42,Estonia,0.0,0.0
1928-01-01,15.0,1,43,Latvia,0.0,0.0
1928-01-01,15.0,1,44,Slovakia,0.0,0.0
1932-01-01,12.0,2,0,Austria,2.0,0.16666666666666666
1932-01-01,12.0,2,1,Belgium,0.0,0.0
1932-01-01,12.0,2,2,Canada,7.0,0.5833333333333334
1932-01-01,12.0,2,3,Finland,3.0,0.25
1932-01-01,12.0,2,4,France,1.0,0.08333333333333333
1932-01-01,12.0,2,5,United Kingdom,0.0,0.0
1932-01-01,12.0,2,6,Norway,10.0,0.8333333333333334
1932-01-01,12.0,2,7,Switzerland,1.0,0.08333333333333333
1932-01-01,12.0,2,8,Sweden,3.0,0.25
1932-01-01,12.0,2,9,United States,12.0,1.0
1932-01-01,12.0,2,10,Germany,2.0,0.16666666666666666
1932-01-01,12.0,2,11,Czechoslovakia,0.0,0.0
1932-01-01,12.0,2,12,Hungary,1.0,0.08333333333333333
1932-01-01,12.0,2,13,Italy,0.0,0.0
1932-01-01,12.0,2,14,West Germany,0.0,0.0
1932-01-01,12.0,2,15,Netherlands,0.0,0.0
1932-01-01,12.0,2,16,Unified Team of Germany,0.0,0.0
1932-01-01,12.0,2,17,Japan,0.0,0.0
1932-01-01,12.0,2,18,Poland,0.0,0.0
1932-01-01,12.0,2,19,Soviet Union,0.0,0.0
1932-01-01,12.0,2,20,"Korea, North",0.0,0.0
1932-01-01,12.0,2,21,East Germany,0.0,0.0
1932-01-01,12.0,2,22,Romania,0.0,0.0
1932-01-01,12.0,2,23,Spain,0.0,0.0
1932-01-01,12.0,2,24,Liechtenstein,0.0,0.0
1932-01-01,12.0,2,25,Bulgaria,0.0,0.0
1932-01-01,12.0,2,26,Yugoslavia,0.0,0.0
1932-01-01,12.0,2,27,China,0.0,0.0
1932-01-01,12.0,2,28,Unified Team,0.0,0.0
1932-01-01,12.0,2,29,"Korea, South",0.0,0.0
1932-01-01,12.0,2,30,Luxembourg,0.0,0.0
1932-01-01,12.0,2,31,New Zealand,0.0,0.0
1932-01-01,12.0,2,32,Australia,0.0,0.0
1932-01-01,12.0,2,33,Belarus,0.0,0.0
1932-01-01,12.0,2,34,Kazakhstan,0.0,0.0
1932-01-01,12.0,2,35,Russia,0.0,0.0
1932-01-01,12.0,2,36,Slovenia,0.0,0.0
1932-01-01,12.0,2,37,Ukraine,0.0,0.0
1932-01-01,12.0,2,38,Uzbekistan,0.0,0.0
1932-01-01,12.0,2,39,Czech Republic,0.0,0.0
1932-01-01,12.0,2,40,Denmark,0.0,0.0
1932-01-01,12.0,2,41,Croatia,0.0,0.0
1932-01-01,12.0,2,42,Estonia,0.0,0.0
1932-01-01,12.0,2,43,Latvia,0.0,0.0
1932-01-01,12.0,2,44,Slovakia,0.0,0.0
1936-01-01,15.0,3,0,Austria,4.0,0.26666666666666666
1936-01-01,15.0,3,1,Belgium,0.0,0.0
1936-01-01,15.0,3,2,Canada,1.0,0.06666666666666667
1936-01-01,15.0,3,3,Finland,6.0,0.4
1936-01-01,15.0,3,4,France,1.0,0.06666666666666667
1936-01-01,15.0,3,5,United Kingdom,3.0,0.2
1936-01-01,15.0,3,6,Norway,15.0,1.0
1936-01-01,15.0,3,7,Switzerland,3.0,0.2
1936-01-01,15.0,3,8,Sweden,7.0,0.4666666666666667
1936-01-01,15.0,3,9,United States,4.0,0.26666666666666666
1936-01-01,15.0,3,10,Germany,6.0,0.4
1936-01-01,15.0,3,11,Czechoslovakia,0.0,0.0
1936-01-01,15.0,3,12,Hungary,1.0,0.06666666666666667
1936-01-01,15.0,3,13,Italy,0.0,0.0
1936-01-01,15.0,3,14,West Germany,0.0,0.0
1936-01-01,15.0,3,15,Netherlands,0.0,0.0
1936-01-01,15.0,3,16,Unified Team of Germany,0.0,0.0
1936-01-01,15.0,3,17,Japan,0.0,0.0
1936-01-01,15.0,3,18,Poland,0.0,0.0
1936-01-01,15.0,3,19,Soviet Union,0.0,0.0
1936-01-01,15.0,3,20,"Korea, North",0.0,0.0
1936-01-01,15.0,3,21,East Germany,0.0,0.0
1936-01-01,15.0,3,22,Romania,0.0,0.0
1936-01-01,15.0,3,23,Spain,0.0,0.0
1936-01-01,15.0,3,24,Liechtenstein,0.0,0.0
1936-01-01,15.0,3,25,Bulgaria,0.0,0.0
1936-01-01,15.0,3,26,Yugoslavia,0.0,0.0
1936-01-01,15.0,3,27,China,0.0,0.0
1936-01-01,15.0,3,28,Unified Team,0.0,0.0
1936-01-01,15.0,3,29,"Korea, South",0.0,0.0
1936-01-01,15.0,3,30,Luxembourg,0.0,0.0
1936-01-01,15.0,3,31,New Zealand,0.0,0.0
1936-01-01,15.0,3,32,Australia,0.0,0.0
1936-01-01,15.0,3,33,Belarus,0.0,0.0
1936-01-01,15.0,3,34,Kazakhstan,0.0,0.0
1936-01-01,15.0,3,35,Russia,0.0,0.0
1936-01-01,15.0,3,36,Slovenia,0.0,0.0
1936-01-01,15.0,3,37,Ukraine,0.0,0.0
1936-01-01,15.0,3,38,Uzbekistan,0.0,0.0
1936-01-01,15.0,3,39,Czech Republic,0.0,0.0
1936-01-01,15.0,3,40,Denmark,0.0,0.0
1936-01-01,15.0,3,41,Croatia,0.0,0.0
1936-01-01,15.0,3,42,Estonia,0.0,0.0
1936-01-01,15.0,3,43,Latvia,0.0,0.0
1936-01-01,15.0,3,44,Slovakia,0.0,0.0
1948-01-01,10.0,4,0,Austria,8.0,0.8
1948-01-01,10.0,4,1,Belgium,2.0,0.2
1948-01-01,10.0,4,2,Canada,3.0,0.3
1948-01-01,10.0,4,3,Finland,6.0,0.6
1948-01-01,10.0,4,4,France,5.0,0.5
1948-01-01,10.0,4,5,United Kingdom,2.0,0.2
1948-01-01,10.0,4,6,Norway,10.0,1.0
1948-01-01,10.0,4,7,Switzerland,10.0,1.0
1948-01-01,10.0,4,8,Sweden,10.0,1.0
1948-01-01,10.0,4,9,United States,9.0,0.9
1948-01-01,10.0,4,10,Germany,0.0,0.0
